,locationId,continentName,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,provinceShortName,currentConfirmedCount,confirmedCount,suspectedCount,curedCount,deadCount,comment,cities,updateTime
156,964006,欧洲,Europe,俄罗斯,Russia,俄罗斯,Russia,俄罗斯,6945,7497,0,494,58,,,1586261007854
157,971003,北美洲,North America,墨西哥,Mexico,墨西哥,Mexico,墨西哥,2313,2439,0,1,125,,,1586261007854
158,954005,亚洲,Asia,乌兹别克斯坦,Uzbekistan,乌兹别克斯坦,Uzbekistan,乌兹别克斯坦,358,390,0,30,2,,,1586261007854
159,955004,亚洲,Asia,巴林,Bahrain,巴林,Bahrain,巴林,269,700,0,427,4,,,1586261007854
160,973002,南美洲,South America,玻利维亚,Bolivia,玻利维亚,Bolivia,玻利维亚,147,157,0,0,10,,,1586261007854
161,0,欧洲,Europe,泽西岛,Bailiwick of Jersey,泽西岛,Bailiwick of Jersey,泽西岛,152,155,0,0,3,,,1586261007854
162,0,北美洲,North America,特克斯和凯科斯群岛,,特克斯和凯科斯群岛,,特克斯和凯科斯群岛,4,5,0,0,1,,,1586261007854
163,965004,欧洲,Europe,保加利亚,Bulgaria,保加利亚,Bulgaria,保加利亚,526,549,0,3,20,,,1586261007854
164,955001,亚洲,Asia,阿富汗,Afghanistan,阿富汗,Afghanistan,阿富汗,416,423,0,0,7,,,1586261007854
165,974003,北美洲,North America,巴巴多斯,Barbados,巴巴多斯,Barbados,巴巴多斯,51,51,0,0,0,,,1586261007854
166,0,南美洲,South America,福克兰群岛,,福克兰群岛,,福克兰群岛,2,2,0,0,0,,,1586261007854
167,955018,亚洲,Asia,土耳其,Turkey,土耳其,Turkey,土耳其,28242,30217,0,1326,649,,,1586261007854
168,965014,欧洲,Europe,斯洛文尼亚,Slovenia,斯洛文尼亚,Slovenia,斯洛文尼亚,991,1021,0,0,30,,,1586261007854
169,952005,亚洲,Asia,印度尼西亚,Indonesia,印度尼西亚,Indonesia,印度尼西亚,2453,2738,0,64,221,,,1586261007854
170,985004,非洲,Africa,埃塞俄比亚,Ethiopia,埃塞俄比亚,Ethiopia,埃塞俄比亚,46,52,0,4,2,,,1586261007854
171,983007,非洲,Africa,圣多美和普林西比,Sao Tome and Principe,圣多美和普林西比,Sao Tome and Principe,圣多美和普林西比,4,4,0,0,0,,,1586261007854
172,955014,亚洲,Asia,巴勒斯坦,Palestine,巴勒斯坦,Palestine,巴勒斯坦,231,253,0,21,1,,,1586261007854
173,983004,非洲,Africa,加蓬,Gabon,加蓬,Gabon,加蓬,28,30,0,1,1,,,1586261007854
174,962003,欧洲,Europe,冰岛,Iceland,冰岛,Iceland,冰岛,1096,1562,0,460,6,,,1586261007854
175,973005,南美洲,South America,哥伦比亚,Colombia,哥伦比亚,Colombia,哥伦比亚,1448,1579,0,85,46,,,1586261007854
176,0,非洲,Africa,留尼旺,Reunion,留尼旺,Reunion,留尼旺,344,344,0,0,0,,,1586261007854
177,981003,非洲,Africa,利比亚,Libya,利比亚,Libya,利比亚,18,19,0,0,1,,,1586261007854
178,973009,南美洲,South America,巴拉圭,Paraguay,巴拉圭,Paraguay,巴拉圭,96,113,0,12,5,,,1586261007854
179,964001,欧洲,Europe,白俄罗斯,Belarus,白俄罗斯,Belarus,白俄罗斯,634,700,0,53,13,,,1586261007854
180,965008,欧洲,Europe,意大利,Italy,意大利,Italy,意大利,93450,132810,0,22837,16523,,,1586261007854
181,952003,亚洲,Asia,柬埔寨,Kampuchea (Cambodia ),柬埔寨,Kampuchea (Cambodia ),柬埔寨,64,114,0,50,0,,,1586261007854
182,973006,南美洲,South America,厄瓜多尔,Ecuador,厄瓜多尔,Ecuador,厄瓜多尔,3567,3747,0,0,180,,,1586261007854
183,0,非洲,Africa,刚果（布）,,刚果（布）,,刚果（布）,42,49,0,2,5,,,1586261007854
184,984014,非洲,Africa,毛里求斯,Mauritius,毛里求斯,Mauritius,毛里求斯,233,244,0,4,7,,,1586261007854
185,0,北美洲,North America,马提尼克,Martinique,马提尼克,Martinique,马提尼克,142,145,0,0,3,,,1586261007854
186,982010,非洲,Africa,马里,Mali,马里,Mali,马里,41,47,0,1,5,,,1586261007854
187,982017,非洲,Africa,佛得角,,佛得角,,佛得角,5,7,0,1,1,,,1586261007854
188,952007,亚洲,Asia,马来西亚,Malaysia,马来西亚,Malaysia,马来西亚,2579,3963,0,1321,63,,,1586261007854
189,982016,非洲,Africa,多哥,Togo,多哥,Togo,多哥,27,52,0,22,3,,,1586261007854
190,0,北美洲,North America,蒙特塞拉特,,蒙特塞拉特,,蒙特塞拉特,6,6,0,0,0,,,1586261007854
191,0,南美洲,South America,荷兰加勒比地区,,荷兰加勒比地区,,荷兰加勒比地区,2,2,0,0,0,,,1586261007854
192,973004,南美洲,South America,智利,Chile,智利,Chile,智利,4183,4815,0,598,34,,,1586261007854
193,962004,欧洲,Europe,挪威,Norway,挪威,Norway,挪威,5686,5762,0,0,76,,,1586261007854
194,982009,非洲,Africa,利比里亚,Liberia,利比里亚,Liberia,利比里亚,8,14,0,3,3,,,1586261007854
195,990002,大洋洲,Oceania,斐济,Fiji,斐济,Fiji,斐济,15,15,0,0,0,,,1586261007854
196,972004,北美洲,North America,危地马拉,Guatemala,危地马拉,Guatemala,危地马拉,59,61,0,0,2,,,1586261007854
197,710000,亚洲,Asia,中国,China,台湾,Taiwan,台湾,314,376,10,57,5,,[],1586251160664
198,810000,亚洲,Asia,中国,China,香港,Hong Kong,香港,715,935,24,216,4,,[],1586250492993
