,locationId,continentName,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,provinceShortName,currentConfirmedCount,confirmedCount,suspectedCount,curedCount,deadCount,comment,cities,updateTime
48,974004,北美洲,North America,古巴,Cuba,古巴,Cuba,古巴,282,288,0,0,6,,,1586146615856
49,954002,亚洲,Asia,吉尔吉斯斯坦,,吉尔吉斯斯坦,,吉尔吉斯斯坦,146,147,0,0,1,,,1586146615856
50,985002,非洲,Africa,吉布提,Djibouti,吉布提,Djibouti,吉布提,50,59,0,9,0,,,1586146615856
51,954001,亚洲,Asia,哈萨克斯坦,Kazakhstan,哈萨克斯坦,Kazakhstan,哈萨克斯坦,535,584,0,43,6,,,1586146615856
52,973005,南美洲,South America,哥伦比亚,Colombia,哥伦比亚,Colombia,哥伦比亚,1365,1485,0,85,35,,,1586146615856
53,972002,北美洲,North America,哥斯达黎加,Costa Rica,哥斯达黎加,Costa Rica,哥斯达黎加,414,416,0,0,2,,,1586146615856
54,983001,非洲,Africa,喀麦隆,Cameroon,喀麦隆,Cameroon,喀麦隆,624,650,0,17,9,,,1586146615856
55,955018,亚洲,Asia,土耳其,Turkey,土耳其,Turkey,土耳其,25453,27069,0,1042,574,,,1586146615856
56,0,北美洲,North America,圣其茨和尼维斯,,圣其茨和尼维斯,,圣其茨和尼维斯,9,9,0,0,0,,,1586146615856
57,974011,北美洲,North America,圣卢西亚,St.Lucia,圣卢西亚,St.Lucia,圣卢西亚,13,13,0,0,0,,,1586085510377
58,0,北美洲,North America,圣巴泰勒米,Saint Barthelemy,圣巴泰勒米,Saint Barthelemy,圣巴泰勒米,3,3,0,0,0,,,1584504675953
59,0,北美洲,North America,圣巴泰勒米岛,,圣巴泰勒米岛,,圣巴泰勒米岛,6,6,0,0,0,,,1586085510377
60,974012,北美洲,North America,圣文森特和格林纳丁斯,Saint Vincent and the Grenadines,圣文森特和格林纳丁斯,Saint Vincent and the Grenadines,圣文森特和格林纳丁斯,3,3,0,0,0,,,1586146615856
61,0,北美洲,North America,圣马丁岛,Sint Maarten,圣马丁岛,Sint Maarten,圣马丁岛,22,24,0,0,2,,,1586146615856
62,965012,欧洲,Europe,圣马力诺,San Marino,圣马力诺,San Marino,圣马力诺,225,259,0,2,32,,,1586148331253
63,973007,南美洲,South America,圭亚那,Guyana,圭亚那,Guyana,圭亚那,19,23,0,0,4,,,1586146615856
64,985009,非洲,Africa,坦桑尼亚,Tanzania,坦桑尼亚,Tanzania,坦桑尼亚,18,22,0,3,1,,,1586146615856
65,981002,非洲,Africa,埃及,Egypt,埃及,Egypt,埃及,848,1173,0,247,78,,,1586146615856
66,985004,非洲,Africa,埃塞俄比亚,Ethiopia,埃塞俄比亚,Ethiopia,埃塞俄比亚,39,43,0,4,0,,,1586146615856
67,982014,非洲,Africa,塞内加尔,Senegal,塞内加尔,Senegal,塞内加尔,138,222,0,82,2,,,1586146615856
68,965013,欧洲,Europe,塞尔维亚,Republic of Serbia,塞尔维亚,Republic of Serbia,塞尔维亚,1929,1980,0,0,51,,,1586146615856
69,982015,非洲,Africa,塞拉利昂,Sierra Leone,塞拉利昂,Sierra Leone,塞拉利昂,4,4,0,0,0,,,1586146615856
70,955005,亚洲,Asia,塞浦路斯,Cyprus,塞浦路斯,Cyprus,塞浦路斯,435,446,0,0,11,,,1586146615856
